transaction_id,date_key,site_key,product_key,department,units_processed,target_units,defects,downtime_minutes,labour_hours,on_time_flag,cost_gbp,revenue_gbp,variance_units,defect_rate,productivity_units_per_hour,gross_margin_gbp
TXN-00393,20250216,4,2,Quality,130,108,3,14,7.88,1,741.6,1174.47,22,0.023076923076923078,16.497461928934012,432.87
TXN-00394,20251021,1,1,Dispatch,113,124,2,11,7.78,1,575.85,978.73,-11,0.017699115044247787,14.524421593830334,402.88
TXN-00395,20250706,5,1,Packing,134,143,3,9,8.94,1,928.84,1358.73,-9,0.022388059701492536,14.988814317673379,429.89
TXN-00396,20260520,3,3,Packing,119,92,1,25,7.97,1,646.69,1320.86,27,0.008403361344537815,14.93099121706399,674.1699999999998
TXN-00397,20250714,4,1,Packing,132,136,6,29,10.46,1,969.32,1310.15,-4,0.045454545454545456,12.619502868068833,340.83000000000004
TXN-00398,20260101,2,2,Assembly,121,123,3,34,8.56,1,971.33,1289.02,-2,0.024793388429752067,14.135514018691588,317.68999999999994
TXN-00399,20260524,1,2,Packing,159,150,4,6,11.69,1,804.09,1926.06,9,0.025157232704402517,13.601368691189052,1121.9699999999998
TXN-00400,20250329,4,3,Packing,162,142,5,6,13.39,1,937.08,1728.81,20,0.030864197530864196,12.098581030619865,791.7299999999999
TXN-00401,20250213,4,1,Dispatch,93,97,2,18,7.03,1,535.55,1130.48,-4,0.021505376344086023,13.229018492176387,594.9300000000001
TXN-00402,20260217,4,3,Quality,163,171,1,17,12.43,1,1141.32,1629.08,-8,0.006134969325153374,13.113435237329043,487.76
TXN-00403,20250402,3,2,Assembly,158,137,1,41,11.47,0,1112.88,1603.33,21,0.006329113924050633,13.775065387968613,490.4499999999998
TXN-00405,20250628,2,3,Dispatch,80,84,1,5,5.48,1,557.86,948.77,-4,0.0125,14.5985401459854,390.90999999999997
TXN-00406,20251201,3,4,Packing,97,80,2,6,7.11,1,670.73,853.11,17,0.020618556701030927,13.642756680731363,182.38
TXN-00407,20250509,4,4,Packing,116,113,2,2,9.66,1,587.27,1397.82,3,0.017241379310344827,12.008281573498964,810.55
TXN-00408,20251017,1,2,Packing,141,138,3,9,10.83,1,1090.52,1247.7,3,0.02127659574468085,13.01939058171745,157.18000000000006
TXN-00409,20250204,4,2,Quality,81,72,2,5,5.37,1,424.04,730.94,9,0.024691358024691357,15.083798882681563,306.90000000000003
TXN-00410,20250605,1,2,Packing,151,136,2,13,9.41,1,789.48,1679.28,15,0.013245033112582781,16.046758767268862,889.8
TXN-00411,20251116,1,3,Packing,80,84,0,12,7.46,1,504.04,753.51,-4,0.0,10.723860589812332,249.46999999999997
TXN-00412,20260409,4,3,Quality,151,154,5,12,11.26,1,1150.12,1577.23,-3,0.033112582781456956,13.410301953818829,427.1100000000001
TXN-00413,20250809,4,2,Assembly,150,134,3,20,11.26,1,908.7,1312.64,16,0.02,13.321492007104796,403.94000000000005
TXN-00414,20250206,2,2,Dispatch,86,80,3,20,5.92,1,554.61,845.74,6,0.03488372093023256,14.527027027027028,291.13
TXN-00415,20250319,2,2,Assembly,178,128,4,19,12.88,1,1091.56,2200.86,50,0.02247191011235955,13.819875776397515,1109.3000000000002
TXN-00416,20251231,3,2,Assembly,139,152,1,15,9.99,1,806.83,1362.7,-13,0.007194244604316547,13.913913913913914,555.87
TXN-00417,20250814,2,2,Packing,193,165,5,10,14.37,1,1148.57,1792.09,28,0.025906735751295335,13.430758524704245,643.52
TXN-00418,20250620,2,1,Assembly,130,119,1,37,9.58,0,778.71,1124.41,11,0.007692307692307693,13.569937369519833,345.70000000000005
TXN-00419,20250320,4,2,Quality,165,157,2,5,11.15,1,1216.39,1739.22,8,0.012121212121212121,14.798206278026905,522.8299999999999
TXN-00420,20260321,1,1,Dispatch,129,138,2,26,10.08,1,815.69,1351.45,-9,0.015503875968992248,12.797619047619047,535.76
TXN-00421,20250531,1,1,Dispatch,175,178,2,26,13.16,1,1080.8,2181.53,-3,0.011428571428571429,13.297872340425531,1100.7300000000002
TXN-00422,20260302,2,1,Assembly,89,94,5,29,6.09,1,531.6,1022.0,-5,0.056179775280898875,14.614121510673234,490.4
TXN-00423,20250521,1,2,Packing,106,124,2,1,7.33,0,582.9,1324.46,-18,0.018867924528301886,14.461118690313779,741.5600000000001
TXN-00424,20260523,1,4,Assembly,160,154,2,30,11.38,1,816.92,2000.73,6,0.0125,14.0597539543058,1183.81
TXN-00425,20260315,1,3,Quality,173,150,6,13,13.13,1,886.38,1795.62,23,0.03468208092485549,13.175932977913176,909.2399999999999
TXN-00426,20260312,3,2,Dispatch,128,103,1,1,9.1,1,896.35,1511.17,25,0.0078125,14.065934065934066,614.82
TXN-00427,20250602,4,3,Dispatch,52,71,0,18,5.24,0,279.85,449.58,-19,0.0,9.923664122137405,169.72999999999996
TXN-00428,20250608,4,1,Assembly,76,96,0,14,5.12,0,462.87,772.19,-20,0.0,14.84375,309.32000000000005
TXN-00429,20250401,3,1,Quality,101,100,1,16,7.13,1,611.41,901.45,1,0.009900990099009901,14.165497896213184,290.0400000000001
TXN-00430,20250701,2,4,Packing,87,99,3,8,7.55,0,571.53,1082.52,-12,0.034482758620689655,11.523178807947021,510.99
TXN-00431,20250617,1,2,Assembly,102,116,3,10,6.8,0,654.51,1074.1,-14,0.029411764705882353,15.0,419.5899999999999
TXN-00432,20250811,2,4,Dispatch,150,145,3,5,10.58,1,849.56,1383.1,5,0.02,14.177693761814744,533.54
TXN-00433,20251006,4,3,Quality,103,118,4,22,7.6,0,643.23,973.58,-15,0.038834951456310676,13.55263157894737,330.35
TXN-00434,20260428,1,2,Assembly,80,75,1,18,6.53,1,526.65,925.57,5,0.0125,12.25114854517611,398.9200000000001
TXN-00435,20251004,4,4,Quality,102,140,2,7,8.08,0,712.03,1264.48,-38,0.0196078431372549,12.623762376237623,552.45
TXN-00436,20260120,1,2,Packing,95,97,0,16,8.21,1,729.03,1180.21,-2,0.0,11.571254567600485,451.18000000000006
TXN-00437,20250820,4,2,Packing,127,115,2,20,10.16,1,838.67,1290.1,12,0.015748031496062992,12.5,451.42999999999995
TXN-00438,20250215,3,1,Dispatch,114,110,3,13,9.35,1,727.91,1248.27,4,0.02631578947368421,12.192513368983958,520.36
TXN-00439,20250223,2,3,Packing,88,86,2,26,7.13,1,489.27,872.5,2,0.022727272727272728,12.342215988779804,383.23
TXN-00440,20250226,3,4,Dispatch,127,117,3,16,9.04,1,911.9,1539.11,10,0.023622047244094488,14.048672566371684,627.2099999999999
TXN-00441,20250802,1,2,Dispatch,103,124,2,3,8.16,0,552.47,892.91,-21,0.019417475728155338,12.622549019607844,340.43999999999994
TXN-00442,20251217,4,2,Quality,168,170,1,3,12.79,1,910.37,1915.62,-2,0.005952380952380952,13.135261923377639,1005.2499999999999
TXN-00443,20251219,4,3,Packing,113,93,2,11,7.51,1,707.12,1405.13,20,0.017699115044247787,15.046604527296937,698.0100000000001
TXN-00444,20250607,3,1,Quality,139,144,0,4,10.8,1,850.56,1236.8,-5,0.0,12.87037037037037,386.24
TXN-00445,20260111,3,4,Dispatch,104,121,3,51,6.91,0,611.57,889.0,-17,0.028846153846153848,15.050651230101302,277.42999999999995
TXN-00446,20251227,3,4,Assembly,88,76,4,19,8.52,1,585.37,985.7,12,0.045454545454545456,10.328638497652582,400.33000000000004
TXN-00447,20250106,3,1,Quality,180,155,3,10,14.71,1,1109.39,2278.13,25,0.016666666666666666,12.236573759347381,1168.74
TXN-00448,20250619,4,2,Dispatch,113,101,1,29,7.93,1,661.21,1313.23,12,0.008849557522123894,14.249684741488021,652.02
TXN-00449,20260414,4,1,Quality,152,120,2,39,10.66,0,999.19,1777.56,32,0.013157894736842105,14.25891181988743,778.3699999999999
TXN-00450,20250319,1,2,Packing,168,130,3,17,11.42,1,1310.86,2132.24,38,0.017857142857142856,14.711033274956216,821.3799999999999
TXN-00451,20250818,4,3,Dispatch,79,71,0,5,4.6,1,416.29,923.4,8,0.0,17.17391304347826,507.10999999999996
TXN-00452,20250701,4,4,Packing,87,98,2,12,6.22,0,500.0,840.61,-11,0.022988505747126436,13.987138263665596,340.61
TXN-00453,20260111,1,2,Assembly,222,170,4,31,16.86,1,1529.89,2400.67,52,0.018018018018018018,13.167259786476869,870.78
TXN-00454,20250627,3,4,Dispatch,112,138,2,6,9.21,0,593.8,1065.33,-26,0.017857142857142856,12.160694896851247,471.53
TXN-00455,20250217,4,4,Packing,174,165,3,9,13.42,1,1113.01,1714.53,9,0.017241379310344827,12.965722801788376,601.52
TXN-00456,20250511,1,2,Assembly,148,177,2,27,11.22,0,1170.89,1518.4,-29,0.013513513513513514,13.19073083778966,347.51
TXN-00457,20260517,4,2,Dispatch,179,152,1,14,13.73,1,1049.8,1957.39,27,0.00558659217877095,13.03714493809177,907.5900000000001
TXN-00458,20250325,1,1,Quality,186,147,7,7,13.81,1,1356.14,2270.82,39,0.03763440860215054,13.468501086169441,914.6800000000001
TXN-00459,20260222,3,3,Assembly,147,127,3,15,10.6,1,843.3,1463.37,20,0.02040816326530612,13.867924528301888,620.0699999999999
TXN-00460,20250829,2,1,Packing,69,78,2,7,4.48,0,471.35,671.44,-9,0.028985507246376812,15.401785714285714,200.09000000000003
TXN-00461,20250603,1,3,Quality,111,121,1,4,7.78,1,649.37,1036.15,-10,0.009009009009009009,14.267352185089974,386.7800000000001
TXN-00462,20260128,2,3,Packing,150,146,2,21,11.52,1,1011.12,1410.3,4,0.013333333333333334,13.020833333333334,399.17999999999995
TXN-00463,20250209,3,3,Packing,108,119,1,8,6.56,1,549.75,928.66,-11,0.009259259259259259,16.463414634146343,378.90999999999997
TXN-00464,20260314,1,1,Packing,170,132,5,17,13.05,1,1158.98,2020.04,38,0.029411764705882353,13.026819923371647,861.06
TXN-00465,20260517,4,4,Dispatch,130,156,4,5,10.91,0,894.58,1352.81,-26,0.03076923076923077,11.915673693858844,458.2299999999999
TXN-00466,20251006,4,2,Dispatch,80,119,2,33,5.77,0,591.75,1021.03,-39,0.025,13.864818024263432,429.28
TXN-00467,20260106,2,2,Assembly,66,72,3,19,6.08,1,527.74,795.65,-6,0.045454545454545456,10.855263157894736,267.90999999999997
TXN-00468,20250522,2,4,Dispatch,68,99,3,27,4.79,0,535.72,781.0,-31,0.04411764705882353,14.19624217118998,245.27999999999997
TXN-00469,20260220,3,3,Assembly,93,107,0,18,6.73,0,522.71,918.27,-14,0.0,13.818722139673104,395.55999999999995
TXN-00470,20251022,4,2,Packing,124,151,3,17,7.73,0,975.41,1151.24,-27,0.024193548387096774,16.041397153945667,175.83000000000004
TXN-00471,20250103,4,1,Assembly,164,153,3,29,9.84,1,1246.63,1601.18,11,0.018292682926829267,16.666666666666668,354.54999999999995
TXN-00472,20250531,3,3,Packing,122,95,0,28,8.93,1,900.63,1554.56,27,0.0,13.661814109742442,653.93
TXN-00473,20250905,4,3,Packing,167,179,5,11,12.4,1,1030.44,2127.17,-12,0.029940119760479042,13.46774193548387,1096.73
TXN-00474,20251124,3,3,Packing,87,78,2,27,7.38,1,511.67,941.57,9,0.022988505747126436,11.788617886178862,429.90000000000003
TXN-00476,20260225,1,2,Assembly,126,123,5,17,9.15,1,956.43,1178.2,3,0.03968253968253968,13.770491803278688,221.7700000000001
TXN-00477,20250124,3,1,Assembly,146,161,1,32,10.57,1,1048.96,1304.67,-15,0.00684931506849315,13.81267738883633,255.71000000000004
TXN-00478,20250118,3,1,Assembly,76,85,1,16,3.64,0,612.37,773.0,-9,0.013157894736842105,20.87912087912088,160.63
TXN-00480,20251130,1,3,Assembly,118,121,3,19,9.27,1,871.43,1107.31,-3,0.025423728813559324,12.72923408845739,235.88
TXN-00481,20250824,2,4,Quality,121,171,3,4,8.27,0,666.11,1091.61,-50,0.024793388429752067,14.631197097944378,425.4999999999999
TXN-00482,20250917,2,2,Dispatch,114,153,2,18,6.84,0,856.32,1116.32,-39,0.017543859649122806,16.666666666666668,259.9999999999999
TXN-00483,20260526,1,3,Dispatch,169,142,5,29,12.91,1,1269.23,1472.4,27,0.029585798816568046,13.090627420604182,203.17000000000007
TXN-00484,20250623,4,1,Assembly,122,117,4,43,8.89,0,734.83,1394.53,5,0.03278688524590164,13.72328458942632,659.6999999999999
TXN-00485,20251118,1,3,Dispatch,179,179,2,14,14.86,1,1372.75,1535.71,0,0.0111731843575419,12.045760430686407,162.96000000000004
TXN-00486,20250513,5,4,Assembly,82,71,3,35,6.69,0,669.99,894.39,11,0.036585365853658534,12.25710014947683,224.39999999999998
TXN-00487,20260511,3,4,Dispatch,181,164,3,13,12.53,1,1048.38,2217.39,17,0.016574585635359115,14.445331205107742,1169.0099999999998
TXN-00488,20250117,4,2,Dispatch,140,143,6,6,10.89,1,939.03,1499.49,-3,0.04285714285714286,12.855831037649219,560.46
TXN-00489,20260208,3,4,Dispatch,107,101,0,16,7.76,1,799.26,1189.23,6,0.0,13.788659793814434,389.97
TXN-00490,20260426,1,3,Dispatch,102,89,2,3,10.68,1,498.49,1207.34,13,0.0196078431372549,9.55056179775281,708.8499999999999
TXN-00491,20250108,4,2,Assembly,112,124,0,22,7.94,1,788.58,1196.32,-12,0.0,14.105793450881611,407.7399999999999
TXN-00492,20250211,2,2,Quality,140,154,5,14,10.16,1,1047.36,1511.35,-14,0.03571428571428571,13.779527559055119,463.99
TXN-00493,20250101,1,2,Quality,106,92,0,4,8.24,1,792.32,943.22,14,0.0,12.864077669902912,150.89999999999998
TXN-00494,20250511,2,3,Packing,178,148,3,31,14.86,1,904.04,2026.98,30,0.016853932584269662,11.978465679676985,1122.94
TXN-00495,20250505,3,2,Packing,163,172,0,8,11.27,1,860.61,1911.59,-9,0.0,14.463176574977817,1050.98
TXN-00496,20250418,2,3,Dispatch,99,93,0,20,6.5,1,622.05,1028.64,6,0.0,15.23076923076923,406.59000000000015
TXN-00497,20250601,2,1,Packing,91,105,2,13,7.62,0,544.51,787.92,-14,0.02197802197802198,11.94225721784777,243.40999999999997
TXN-00498,20250627,1,2,Packing,87,82,1,6,5.49,1,588.54,1012.25,5,0.011494252873563218,15.846994535519125,423.71000000000004
TXN-00499,20250724,2,4,Assembly,111,130,4,22,7.29,0,728.27,1277.0,-19,0.036036036036036036,15.22633744855967,548.73
TXN-00500,20260512,4,2,Packing,179,149,2,2,12.02,1,1348.96,1832.18,30,0.0111731843575419,14.891846921797006,483.22
TXN-00501,20260309,2,1,Packing,93,79,2,15,7.3,1,503.43,891.1,14,0.021505376344086023,12.73972602739726,387.67
TXN-00502,20251215,3,3,Dispatch,102,123,0,38,7.56,0,799.78,1047.58,-21,0.0,13.492063492063492,247.79999999999995
TXN-00503,20251018,3,4,Packing,129,143,1,40,10.01,0,726.11,1146.11,-14,0.007751937984496124,12.887112887112888,419.9999999999999
TXN-00504,20250301,2,3,Dispatch,201,164,2,8,16.92,1,1457.6,2066.12,37,0.009950248756218905,11.879432624113473,608.52
TXN-00505,20250911,4,2,Packing,109,105,2,6,9.8,1,644.55,929.18,4,0.01834862385321101,11.122448979591836,284.63
TXN-00506,20250520,2,1,Packing,82,98,1,13,6.22,0,496.81,1005.45,-16,0.012195121951219513,13.183279742765274,508.64000000000004
TXN-00507,20260129,4,2,Quality,81,82,1,14,6.64,1,582.94,751.29,-1,0.012345679012345678,12.198795180722891,168.3499999999999
TXN-00508,20251101,2,4,Quality,115,135,3,10,9.67,0,793.65,1305.05,-20,0.02608695652173913,11.892450879007239,511.4
TXN-00509,20251108,4,1,Assembly,150,153,2,19,12.63,1,1146.0,1561.41,-3,0.013333333333333334,11.87648456057007,415.4100000000001
TXN-00510,20250112,1,4,Packing,122,142,0,31,9.83,0,637.38,1330.35,-20,0.0,12.410986775178026,692.9699999999999
TXN-00511,20250108,2,3,Assembly,154,160,2,17,11.77,1,1033.91,1551.57,-6,0.012987012987012988,13.08411214953271,517.6599999999999
TXN-00512,20251104,2,1,Assembly,165,163,3,26,11.91,1,1028.26,2071.58,2,0.01818181818181818,13.853904282115868,1043.32
TXN-00513,20250917,4,2,Assembly,145,166,1,18,9.83,0,873.64,1373.04,-21,0.006896551724137931,14.750762970498474,499.4
TXN-00514,20250525,4,2,Assembly,167,161,4,23,13.8,1,1015.74,1680.11,6,0.023952095808383235,12.101449275362318,664.3699999999999
TXN-00515,20260516,2,3,Assembly,147,154,3,17,13.22,1,1131.9,1519.02,-7,0.02040816326530612,11.119515885022693,387.1199999999999
TXN-00516,20250519,1,2,Assembly,150,140,2,19,11.27,1,1047.36,1536.96,10,0.013333333333333334,13.309671694764862,489.60000000000014
TXN-00517,20250703,3,3,Quality,89,107,1,14,6.88,0,697.7,1114.12,-18,0.011235955056179775,12.936046511627907,416.41999999999985
TXN-00518,20250627,4,1,Assembly,107,117,4,34,6.83,1,815.11,1246.5,-10,0.037383177570093455,15.666178623718887,431.39
TXN-00519,20260206,4,4,Dispatch,164,146,3,4,13.37,1,1033.46,1886.23,18,0.018292682926829267,12.266267763649964,852.77
TXN-00520,20250801,4,1,Packing,75,99,0,10,4.65,0,558.45,942.41,-24,0.0,16.129032258064516,383.9599999999999
TXN-00521,20250401,1,1,Assembly,135,122,3,28,10.52,1,915.37,1519.48,13,0.022222222222222223,12.832699619771864,604.11
TXN-00522,20250205,1,4,Assembly,163,158,3,25,11.87,1,1186.98,1570.67,5,0.018404907975460124,13.732097725358047,383.69000000000005
TXN-00523,20250809,1,2,Quality,140,124,1,18,13.05,1,854.47,1726.87,16,0.007142857142857143,10.727969348659004,872.3999999999999
TXN-00524,20250301,4,1,Quality,63,74,1,2,5.18,0,375.29,685.26,-11,0.015873015873015872,12.162162162162163,309.96999999999997
TXN-00525,20250625,1,3,Packing,87,70,1,16,5.62,1,641.17,979.64,17,0.011494252873563218,15.480427046263346,338.47
TXN-00526,20260530,3,3,Assembly,111,109,1,18,9.21,1,700.39,1015.31,2,0.009009009009009009,12.052117263843646,314.91999999999996
TXN-00527,20250529,4,1,Quality,195,166,6,15,15.09,1,1019.59,2002.59,29,0.03076923076923077,12.922465208747514,982.9999999999999
TXN-00528,20250401,3,2,Assembly,86,76,0,13,6.72,1,516.29,1090.19,10,0.0,12.797619047619047,573.9000000000001
TXN-00529,20250918,4,2,Dispatch,160,155,2,3,14.56,1,1035.86,1944.15,5,0.0125,10.989010989010989,908.2900000000002
TXN-00530,20250412,3,1,Assembly,81,72,0,34,4.89,1,575.13,741.96,9,0.0,16.564417177914113,166.83000000000004
TXN-00531,20250609,2,2,Dispatch,129,125,1,8,8.98,1,906.94,1099.05,4,0.007751937984496124,14.365256124721602,192.1099999999999
TXN-00532,20251202,4,2,Quality,116,130,4,60,8.76,0,739.13,1461.29,-14,0.034482758620689655,13.242009132420092,722.16
TXN-00533,20250225,1,3,Assembly,97,88,2,25,5.43,1,610.13,1185.37,9,0.020618556701030927,17.863720073664826,575.2399999999999
TXN-00534,20250524,4,3,Packing,219,176,5,3,18.36,1,1599.04,2008.01,43,0.0228310502283105,11.928104575163399,408.97
TXN-00535,20250714,4,3,Dispatch,178,170,6,20,13.7,1,1208.3,1691.98,8,0.033707865168539325,12.992700729927009,483.68000000000006
TXN-00536,20250807,2,1,Dispatch,79,85,4,1,5.56,1,452.4,905.77,-6,0.05063291139240506,14.208633093525181,453.37
TXN-00537,20260220,1,4,Assembly,97,93,2,12,8.25,1,738.96,1102.02,4,0.020618556701030927,11.757575757575758,363.05999999999995
TXN-00538,20250709,2,3,Assembly,47,73,3,36,3.63,0,403.57,578.13,-26,0.06382978723404255,12.947658402203857,174.56
TXN-00539,20250619,2,4,Quality,98,112,3,35,6.64,0,699.2,1182.96,-14,0.030612244897959183,14.759036144578314,483.76
TXN-00540,20250920,3,4,Assembly,112,151,3,20,7.22,0,860.37,1293.59,-39,0.026785714285714284,15.51246537396122,433.2199999999999
TXN-00541,20251107,4,1,Dispatch,152,152,2,5,11.05,1,1134.59,1922.36,0,0.013157894736842105,13.755656108597284,787.77
TXN-00542,20250708,3,4,Packing,79,91,3,20,6.51,0,437.15,762.38,-12,0.0379746835443038,12.135176651305684,325.23
TXN-00543,20250106,4,4,Quality,188,143,1,16,14.39,1,1347.57,1909.4,45,0.005319148936170213,13.064628214037526,561.8300000000002
TXN-00544,20251116,3,1,Assembly,65,91,1,21,5.83,0,462.76,660.95,-26,0.015384615384615385,11.149228130360205,198.19000000000005
TXN-00545,20250215,2,3,Quality,189,169,9,2,15.96,1,997.38,1842.3,20,0.047619047619047616,11.842105263157894,844.92
TXN-00547,20251106,4,1,Quality,148,139,2,8,10.2,1,866.22,1556.63,9,0.013513513513513514,14.50980392156863,690.4100000000001
TXN-00548,20250324,2,1,Packing,96,81,3,21,6.81,1,748.33,1118.19,15,0.03125,14.096916299559473,369.86
TXN-00549,20250918,4,3,Assembly,102,146,4,26,4.8,0,568.9,964.77,-44,0.0392156862745098,21.25,395.87
TXN-00550,20250413,3,2,Dispatch,185,162,5,16,13.1,1,936.64,2216.58,23,0.02702702702702703,14.122137404580153,1279.94
TXN-00551,20250402,1,1,Packing,93,79,1,1,7.47,1,503.83,1063.75,14,0.010752688172043012,12.449799196787149,559.9200000000001
TXN-00552,20260520,4,3,Packing,191,172,4,3,13.55,1,954.73,1691.84,19,0.020942408376963352,14.095940959409594,737.1099999999999
TXN-00553,20260125,4,1,Assembly,165,150,7,16,13.24,1,983.21,1667.46,15,0.04242424242424243,12.462235649546827,684.25
TXN-00554,20251212,4,2,Packing,168,179,6,5,12.23,1,1094.47,1458.51,-11,0.03571428571428571,13.73671300081766,364.03999999999996
TXN-00555,20251126,3,4,Packing,101,114,0,2,9.76,0,755.33,1032.84,-13,0.0,10.348360655737705,277.5099999999999
TXN-00556,20250601,1,1,Quality,139,114,8,0,9.94,1,1040.22,1458.85,25,0.05755395683453238,13.98390342052314,418.6299999999999
TXN-00557,20250329,1,4,Packing,178,171,3,4,13.07,1,1157.95,1521.76,7,0.016853932584269662,13.618974751338945,363.80999999999995
TXN-00558,20250624,3,2,Quality,120,101,3,11,7.97,1,884.84,1045.05,19,0.025,15.0564617314931,160.20999999999992
TXN-00559,20260503,4,3,Quality,165,151,1,13,14.14,1,1046.7,1692.65,14,0.006060606060606061,11.669024045261668,645.95
TXN-00560,20250518,3,3,Dispatch,117,129,0,4,8.63,1,749.43,1404.81,-12,0.0,13.557358053302432,655.38
TXN-00561,20250127,4,2,Dispatch,83,75,1,5,7.5,1,605.41,1043.45,8,0.012048192771084338,11.066666666666666,438.0400000000001
TXN-00562,20260221,4,4,Dispatch,133,105,1,5,10.0,1,736.82,1548.91,28,0.007518796992481203,13.3,812.09
TXN-00563,20250703,1,4,Packing,92,114,1,22,7.07,0,674.04,1163.82,-22,0.010869565217391304,13.012729844413013,489.78
TXN-00564,20250608,3,1,Assembly,79,74,2,28,6.66,1,643.87,925.12,5,0.02531645569620253,11.861861861861861,281.25
TXN-00565,20250305,2,4,Quality,159,108,5,4,13.56,1,1035.52,1423.41,51,0.031446540880503145,11.725663716814159,387.8900000000001
TXN-00566,20250605,4,3,Packing,138,158,3,3,8.49,0,907.07,1235.48,-20,0.021739130434782608,16.25441696113074,328.40999999999997
TXN-00567,20251224,2,2,Assembly,121,125,4,13,7.42,1,651.47,1127.31,-4,0.03305785123966942,16.307277628032345,475.8399999999999
TXN-00568,20250621,2,1,Dispatch,124,172,5,7,8.18,0,665.93,1141.21,-48,0.04032258064516129,15.158924205378973,475.2800000000001
TXN-00569,20251028,2,4,Packing,110,144,3,8,8.52,0,694.88,1308.14,-34,0.02727272727272727,12.910798122065728,613.2600000000001
TXN-00570,20260130,4,2,Assembly,180,146,5,16,15.15,1,1197.63,2133.11,34,0.027777777777777776,11.881188118811881,935.48
TXN-00571,20260104,4,4,Dispatch,232,175,8,20,17.15,1,1607.03,2468.28,57,0.034482758620689655,13.527696793002917,861.2500000000002
TXN-00572,20250609,2,4,Packing,134,132,3,7,8.38,1,657.11,1229.77,2,0.022388059701492536,15.990453460620524,572.66
TXN-00573,20250124,2,1,Packing,158,169,3,1,11.25,1,953.65,1491.71,-11,0.0189873417721519,14.044444444444444,538.0600000000001
TXN-00574,20250110,4,3,Packing,162,159,0,16,11.29,1,1187.24,1384.94,3,0.0,14.348981399468558,197.70000000000005
TXN-00575,20250307,1,3,Packing,81,83,3,3,8.43,1,438.19,930.08,-2,0.037037037037037035,9.608540925266905,491.89000000000004
TXN-00576,20250618,3,4,Assembly,171,162,4,22,12.97,1,1177.68,1605.8,9,0.023391812865497075,13.18427139552814,428.1199999999999
TXN-00577,20250219,4,2,Assembly,196,167,3,33,16.07,1,1088.05,1991.05,29,0.015306122448979591,12.196639701306783,903.0
TXN-00578,20260414,4,4,Packing,82,85,2,48,5.31,0,506.27,977.3,-3,0.024390243902439025,15.442561205273071,471.03
TXN-00579,20260205,2,3,Dispatch,172,159,5,14,13.01,1,1093.59,2083.64,13,0.029069767441860465,13.220599538816295,990.05
TXN-00580,20250712,3,1,Assembly,67,102,1,34,5.05,0,509.57,614.42,-35,0.014925373134328358,13.267326732673268,104.84999999999997
TXN-00581,20250520,1,1,Packing,151,164,2,1,13.05,1,997.22,1291.9,-13,0.013245033112582781,11.57088122605364,294.68000000000006
TXN-00582,20250102,4,2,Packing,164,157,3,5,11.05,1,842.7,1541.38,7,0.018292682926829267,14.841628959276017,698.6800000000001
TXN-00583,20250825,3,1,Assembly,57,70,2,19,2.13,0,435.39,701.81,-13,0.03508771929824561,26.760563380281692,266.41999999999996
TXN-00584,20250301,3,2,Assembly,82,70,3,18,6.08,1,418.92,1036.57,12,0.036585365853658534,13.486842105263158,617.6499999999999
TXN-00585,20251007,1,2,Assembly,120,124,2,21,9.66,1,682.97,1363.72,-4,0.016666666666666666,12.422360248447205,680.75
TXN-00586,20250215,3,1,Quality,77,79,2,4,6.58,1,562.88,806.4,-2,0.025974025974025976,11.702127659574469,243.51999999999998
TXN-00587,20250105,4,1,Assembly,155,170,7,17,13.97,1,949.79,1706.31,-15,0.04516129032258064,11.095204008589835,756.52
TXN-00588,20260427,3,1,Quality,222,179,3,13,18.12,1,1187.24,2828.48,43,0.013513513513513514,12.251655629139073,1641.24
TXN-00589,20260307,2,4,Assembly,194,173,5,44,14.27,0,1492.19,1872.18,21,0.02577319587628866,13.594954449894885,379.99
TXN-00590,20250112,1,4,Assembly,195,173,1,36,14.3,0,1310.56,1794.49,22,0.005128205128205128,13.636363636363635,483.93000000000006
TXN-00591,20251031,3,4,Dispatch,117,106,4,23,9.06,1,866.27,1146.77,11,0.03418803418803419,12.91390728476821,280.5
TXN-00592,20260502,2,4,Assembly,162,151,6,31,12.88,1,1146.97,2031.81,11,0.037037037037037035,12.577639751552795,884.8399999999999
TXN-00593,20260321,1,2,Packing,161,139,2,24,13.41,1,1263.65,1683.78,22,0.012422360248447204,12.005965697240866,420.1299999999999
TXN-00594,20250820,2,2,Packing,116,120,1,11,8.91,1,706.84,1210.35,-4,0.008620689655172414,13.019079685746352,503.5099999999999
TXN-00595,20250420,2,1,Quality,83,71,4,7,5.36,1,540.66,812.25,12,0.04819277108433735,15.485074626865671,271.59000000000003
TXN-00596,20250910,2,2,Quality,57,82,3,9,4.35,0,433.35,688.15,-25,0.05263157894736842,13.10344827586207,254.79999999999995
TXN-00597,20260213,3,2,Quality,161,137,4,13,12.51,1,1140.13,1679.74,24,0.024844720496894408,12.869704236610712,539.6099999999999
TXN-00598,20260102,1,3,Assembly,137,121,4,23,9.64,1,1004.1,1223.15,16,0.029197080291970802,14.21161825726141,219.05000000000007
TXN-00599,20250306,1,2,Assembly,85,103,1,23,7.19,0,522.23,841.54,-18,0.011764705882352941,11.821974965229485,319.30999999999995
TXN-00600,20260428,2,4,Dispatch,179,175,5,25,13.35,1,956.71,1803.7,4,0.027932960893854747,13.408239700374532,846.99
