transaction_id,date,site,department,product_line,units_processed,target_units,defects,downtime_minutes,labour_hours,on_time_flag,cost_gbp,revenue_gbp,data_quality_flag
TXN-00254,2025-08-22,Nottingham,Assembly,Alpha,121,145,0,27,8.39,0,911.03,1123.26,OK
TXN-00255,2025-06-27,Sheffield,Quality,Gamma,179,167,3,8,13.01,1,963.84,1886.92,OK
TXN-00256,2025-09-20,Sheffield,Dispatch,Gamma,99,128,1,1,9.28,0,600.23,934.39,OK
TXN-00257,2025-10-22,Leeds,Quality,Alpha,119,116,3,3,9.69,1,592.94,1056.44,OK
TXN-00258,31/13/2025,Nottingham,Dispatch,Gamma,103,103,2,17,7.71,1,545.66,927.39,OK
TXN-00259,2025-01-01,Manchester,Quality,Delta,191,172,5,15,13.34,1,1354.53,2325.36,OK
TXN-00260,2025-08-09,Manchester,Assembly,Delta,166,173,1,27,13.17,1,1087.52,2048.69,OK
TXN-00261,2025-07-09,Sheffield,Dispatch,Beta,92,98,1,8,6.96,1,514.14,940.6,OK
TXN-00262,2026-05-25,,Packing,Beta,206,159,3,16,15.46,1,1251.74,2555.63,OK
TXN-00263,2026-04-09,Sheffield,Dispatch,Gamma,192,175,6,19,14.38,1,1215.77,1797.24,OK
TXN-00264,2026-03-22,Nottingham,Quality,Beta,96,71,0,10,7.54,1,484.2,998.74,OK
TXN-00265,2025-05-22,Nottingham,Dispatch,Gamma,184,151,2,16,13.55,1,1294.69,2217.32,OK
TXN-00266,2026-02-13,Sheffield,Dispatch,Alpha,75,79,3,9,4.57,1,529.14,945.12,OK
TXN-00267,2026-03-11,Manchester,Dispatch,Beta,94,116,2,29,7.16,0,603.09,829.37,OK
TXN-00268,2025-05-22,Manchester,Assembly,Delta,141,154,9,25,11.43,1,791.07,1386.5,OK
TXN-00269,2025-09-14,Sheffield,Assembly,Alpha,104,123,3,31,8.28,0,816.3,1267.46,OK
TXN-00270,2025-08-31,Sheffield,Packing,Delta,169,165,2,2,10.83,1,854.53,1887.8,OK
TXN-00271,2025-08-31,Leeds,Assembly,Alpha,78,110,3,19,6.69,0,457.82,970.81,OK
TXN-00272,2025-10-06,Sheffield,Quality,Delta,143,141,3,10,10.87,1,733.89,1296.54,OK
TXN-00273,2025-04-01,Sheffield,Quality,Delta,74,70,2,10,5.58,1,565.76,928.06,OK
TXN-00274,2026-04-02,Leeds,Quality,Alpha,116,105,2,8,9.53,1,796.17,1349.01,OK
TXN-00275,2025-12-24,Sheffield,Assembly,Delta,137,153,8,24,11.06,0,1011.19,1724.33,OK
TXN-00276,2025-02-25,Sheffield,Dispatch,Alpha,179,172,4,12,16.43,1,978.33,1977.92,OK
TXN-00277,2025-05-06,Sheffield,Assembly,Beta,117,118,1,13,8.65,1,875.7,1417.55,OK
TXN-00278,2025-06-06,Leeds,Assembly,Beta,119,128,1,18,9.78,1,757.39,1131.53,OK
TXN-00279,2026-02-23,Nottingham,Dispatch,Delta,209,171,2,8,15.7,1,1252.62,2514.9,OK
TXN-00280,2026-04-04,Sheffield,Quality,Gamma,140,150,4,3,10.46,1,854.6,1340.45,OK
TXN-00281,2026-02-04,Sheffield,Packing,Gamma,169,173,5,8,12.45,1,899.48,1610.36,OK
TXN-00282,2026-05-01,Sheffield,Quality,Delta,179,163,1,22,13.81,1,1133.17,1853.73,OK
TXN-00283,2026-04-20,Leeds,Packing,Beta,110,94,2,33,6.26,1,842.58,1221.24,OK
TXN-00284,2026-01-12,Manchester,Assembly,Beta,147,164,4,28,11.13,0,1141.01,1412.6,OK
TXN-00285,2025-07-29,Nottingham,Assembly,Gamma,173,150,3,21,13.41,1,1351.94,1472.54,OK
TXN-00286,2025-11-11,Manchester,Quality,Beta,191,173,7,14,12.73,1,1378.97,1964.89,OK
TXN-00287,2026-03-13,Sheffield,Dispatch,Delta,149,171,8,7,9.31,0,938.17,1281.74,OK
TXN-00288,2026-05-19,Leeds,Packing,Delta,93,86,0,14,6.13,1,611.75,999.07,OK
TXN-00289,2025-01-17,Leeds,Quality,Gamma,76,77,0,2,5.63,1,476.13,755.16,OK
TXN-00290,2025-03-19,Leeds,Assembly,Beta,166,156,2,27,11.69,1,845.05,1582.15,OK
TXN-00291,2026-02-12,,Packing,Gamma,217,174,4,8,15.68,1,1602.77,2658.89,OK
TXN-00292,2025-05-05,Sheffield,Quality,Beta,108,114,5,7,7.1,1,580.84,1358.13,OK
TXN-00293,2025-09-18,Nottingham,Dispatch,Alpha,110,111,5,7,8.34,1,658.69,1179.0,OK
TXN-00294,2025-07-23,Sheffield,Assembly,Gamma,162,158,6,47,13.45,0,1031.97,1934.52,OK
TXN-00295,2026-04-23,Leeds,Assembly,Alpha,135,123,3,24,12.36,1,708.45,1448.06,OK
TXN-00296,2025-04-21,Nottingham,Dispatch,Delta,152,137,1,3,12.14,1,760.5,1864.67,OK
TXN-00297,2025-10-05,Manchester,Dispatch,Beta,111,129,3,11,6.74,0,556.11,1076.37,OK
TXN-00298,2025-08-10,Nottingham,Dispatch,Gamma,155,165,5,46,12.96,0,1255.48,1684.42,OK
TXN-00299,2025-08-15,Nottingham,Packing,Beta,134,145,2,40,11.02,0,960.82,1234.4,OK
TXN-00300,2025-02-08,Leeds,Dispatch,Beta,95,95,2,9,7.88,1,539.59,1013.34,OK
TXN-00301,2026-01-29,Nottingham,Packing,Delta,129,133,2,8,10.18,1,654.7,1407.21,OK
TXN-00302,2025-08-20,Manchester,Packing,Gamma,135,125,5,6,10.21,1,714.86,1512.46,OK
TXN-00303,2025-12-25,Sheffield,Assembly,Gamma,missing,71,3,19,6.92,1,488.56,874.15,OK
TXN-00304,2025-09-20,Leeds,Quality,Alpha,113,138,1,25,9.29,0,917.64,1073.42,OK
TXN-00305,2025-05-29,Sheffield,Dispatch,Delta,168,150,6,15,14.0,1,903.75,2079.53,OK
TXN-00306,2025-05-25,Sheffield,Quality,Alpha,84,76,1,35,5.86,0,508.38,935.29,OK
TXN-00307,2025-06-02,Sheffield,Dispatch,Delta,92,96,3,2,7.26,1,588.36,1135.77,OK
TXN-00308,2025-07-09,Manchester,Dispatch,Beta,168,161,2,24,10.32,1,880.61,1578.34,OK
TXN-00309,2026-05-17,Nottingham,Assembly,Delta,99,114,0,31,6.54,0,652.79,841.6,OK
TXN-00310,2025-08-21,Nottingham,Assembly,Beta,80,96,3,21,6.44,0,525.41,766.36,OK
TXN-00311,2025-08-19,Sheffield,Assembly,Gamma,150,158,3,36,10.97,0,1166.75,1331.98,OK
TXN-00312,2026-01-10,Manchester,Packing,Delta,131,136,6,33,8.63,1,734.02,1247.5,OK
TXN-00313,2025-05-25,Manchester,Dispatch,Beta,154,150,4,13,13.35,1,964.84,1622.76,OK
TXN-00314,2025-08-22,Manchester,Dispatch,Beta,110,113,2,15,9.27,1,602.87,1058.12,OK
TXN-00315,2026-02-05,Manchester,Quality,Gamma,170,178,4,5,14.49,1,860.89,1600.35,OK
TXN-00316,2025-01-30,Leeds,Dispatch,Beta,106,99,3,8,7.75,1,692.75,1311.39,OK
TXN-00317,2025-03-04,Leeds,Quality,Beta,157,158,1,11,13.39,1,841.33,1862.08,OK
TXN-00318,2025-03-06,Sheffield,Dispatch,Delta,117,108,2,21,10.41,1,778.2,1449.93,OK
TXN-00319,2026-01-06,Nottingham,Assembly,Gamma,136,147,2,16,11.61,1,970.36,1586.33,OK
TXN-00320,2026-03-26,Manchester,Quality,Delta,77,77,1,24,6.38,1,440.2,816.56,OK
TXN-00321,2025-09-15,Nottingham,Dispatch,Beta,184,175,1,35,15.67,0,1127.84,2297.73,OK
TXN-00322,2025-06-02,Leeds,Dispatch,Alpha,missing,118,5,28,8.73,1,937.55,1089.11,OK
TXN-00323,2025-05-14,Nottingham,Packing,Beta,147,128,6,24,11.94,1,877.96,1313.98,OK
TXN-00324,2025-08-28,Sheffield,Packing,Delta,88,101,1,3,7.98,0,654.86,867.44,OK
TXN-00325,2025-06-22,Manchester,Assembly,Beta,100,103,3,16,7.76,1,574.24,1051.34,OK
TXN-00326,2026-03-15,Nottingham,Assembly,Beta,153,159,3,17,12.34,1,1122.49,1460.59,OK
TXN-00327,2026-03-28,Leeds,Dispatch,Alpha,79,73,3,14,6.61,1,439.96,872.2,OK
TXN-00328,2025-10-21,Manchester,Packing,Beta,81,88,5,43,7.09,0,671.8,801.46,OK
TXN-00329,2026-05-22,Manchester,Packing,Beta,110,87,2,2,8.8,1,627.44,1245.64,OK
TXN-00330,2026-02-14,Nottingham,Assembly,Delta,122,159,1,67,8.82,0,769.97,1210.36,OK
TXN-00331,2025-12-15,Manchester,Quality,Beta,96,95,3,3,6.55,1,546.73,1062.95,OK
TXN-00332,2026-03-28,Manchester,Assembly,Delta,103,100,3,21,7.99,1,775.53,961.88,OK
TXN-00333,2025-09-17,Sheffield,Packing,Delta,138,145,3,9,11.84,1,870.17,1179.84,OK
TXN-00334,2025-09-08,Manchester,Quality,Alpha,113,98,5,5,8.32,1,606.25,1006.33,OK
TXN-00335,2025-05-30,Sheffield,Dispatch,Delta,162,136,4,15,13.99,1,1122.5,1938.04,OK
TXN-00336,2026-03-17,Manchester,Assembly,Beta,122,107,0,16,9.88,1,885.82,1443.79,OK
TXN-00337,2026-04-21,Sheffield,Quality,Gamma,86,73,2,8,6.13,1,659.9,998.0,OK
TXN-00338,2025-09-22,Sheffield,Quality,Delta,145,132,3,15,9.85,1,1040.77,1276.39,OK
TXN-00339,2025-10-10,Nottingham,Quality,Gamma,95,125,2,12,5.82,0,595.03,1197.35,OK
TXN-00340,2025-01-10,Leeds,Assembly,Alpha,113,119,4,30,8.11,1,919.36,1435.49,OK
TXN-00341,2025-12-16,Sheffield,Quality,Delta,116,122,1,19,8.23,1,620.95,1468.3,OK
TXN-00342,2025-07-06,Leeds,Quality,Alpha,73,85,3,2,5.9,0,530.71,630.59,OK
TXN-00343,2026-05-17,Nottingham,Assembly,Alpha,170,135,3,21,12.63,1,864.17,2130.33,OK
TXN-00344,2026-01-18,Nottingham,Packing,Alpha,112,107,2,9,8.02,1,831.44,1043.36,OK
TXN-00345,2026-01-03,Manchester,Packing,Delta,162,156,4,19,13.97,1,1080.62,1628.76,OK
TXN-00346,2026-03-26,Nottingham,Dispatch,Alpha,90,70,2,1,6.57,1,661.32,1143.24,OK
TXN-00347,2026-01-12,Sheffield,Quality,Gamma,99,89,1,1,6.35,1,743.08,1070.69,OK
TXN-00348,2025-12-31,Nottingham,Quality,Gamma,missing,166,3,8,14.23,1,1329.13,2051.42,OK
TXN-00349,2025-03-21,Leeds,Assembly,Alpha,187,175,3,19,15.78,1,949.7,1852.15,OK
TXN-00350,2025-04-15,Sheffield,Quality,Alpha,204,174,3,17,16.8,1,1037.99,2170.3,OK
TXN-00351,2025-07-18,Nottingham,Assembly,Alpha,225,168,3,16,17.08,1,1188.14,2231.6,OK
TXN-00352,2026-05-10,Nottingham,Quality,Beta,140,142,1,1,11.21,1,830.34,1295.13,OK
TXN-00353,2026-02-17,Manchester,Assembly,Delta,98,81,4,16,5.51,1,579.06,1048.98,OK
TXN-00354,2025-09-16,Manchester,Quality,Alpha,144,145,6,16,10.35,1,800.72,1572.53,OK
TXN-00355,2025-06-06,Sheffield,Dispatch,Delta,146,154,3,19,11.56,1,1042.67,1701.3,OK
TXN-00356,2025-03-25,Nottingham,Quality,Gamma,103,94,2,13,7.66,1,705.42,1281.26,OK
TXN-00357,2025-06-05,Sheffield,Assembly,Alpha,130,124,2,12,9.7,1,858.14,1530.81,OK
TXN-00358,2025-09-21,Sheffield,Quality,Delta,123,137,1,16,10.4,0,753.17,1268.52,OK
TXN-00359,2026-02-25,Nottingham,Assembly,Beta,149,139,1,57,11.63,0,934.15,1889.82,OK
TXN-00360,2025-02-14,Manchester,Packing,Beta,127,137,3,12,8.97,1,897.31,1104.35,OK
TXN-00361,2025-08-10,Manchester,Dispatch,Gamma,154,130,3,6,10.54,1,803.7,1364.18,OK
TXN-00362,2025-06-14,Manchester,Packing,Beta,120,105,5,7,8.94,1,802.89,1295.39,OK
TXN-00363,2025-07-19,Sheffield,Dispatch,Delta,69,71,3,12,5.23,1,475.47,666.27,OK
TXN-00364,2026-04-12,Manchester,Assembly,Gamma,231,165,7,38,17.53,0,1312.19,2417.52,OK
TXN-00365,2025-07-15,Sheffield,Packing,Delta,91,142,3,12,6.69,0,615.99,1092.84,OK
TXN-00366,2026-02-11,Sheffield,Packing,Gamma,154,135,5,13,14.42,1,1100.19,1524.45,OK
TXN-00367,2025-01-15,Manchester,Assembly,Delta,128,133,4,25,10.71,1,711.67,1302.54,OK
TXN-00368,2025-05-20,Manchester,Quality,Alpha,122,124,3,15,11.55,1,651.93,1380.44,OK
TXN-00369,2025-07-06,Sheffield,Assembly,Beta,123,121,1,21,9.63,1,644.22,1276.64,OK
TXN-00370,2025-01-27,Nottingham,Assembly,Beta,132,142,4,19,11.03,1,751.54,1680.84,OK
TXN-00371,2025-05-24,Sheffield,Dispatch,Delta,143,124,3,12,10.77,1,928.46,1645.6,OK
TXN-00372,2025-03-28,Leeds,Packing,Delta,184,169,3,10,13.23,1,1023.45,2342.77,OK
TXN-00373,2025-10-03,Sheffield,Dispatch,Alpha,118,155,4,9,8.3,0,730.61,1405.71,OK
TXN-00374,2025-12-02,Nottingham,Packing,Gamma,173,167,1,2,12.35,1,910.46,2050.91,OK
TXN-00375,2025-01-05,Manchester,Dispatch,Gamma,153,150,4,15,11.76,1,846.38,1485.52,OK
TXN-00376,2025-11-17,Nottingham,Assembly,Beta,131,130,2,47,9.62,0,954.33,1669.3,OK
TXN-00377,2025-07-10,Leeds,Quality,Delta,103,108,3,14,6.82,1,756.81,888.9,OK
TXN-00378,2025-10-09,Sheffield,Dispatch,Delta,100,113,0,8,7.69,0,757.65,953.32,OK
TXN-00379,2025-11-05,Sheffield,Packing,Delta,102,109,2,31,6.45,1,835.24,1303.85,OK
TXN-00380,2025-11-04,Leeds,Dispatch,Gamma,157,167,6,36,12.63,0,972.99,1364.34,OK
TXN-00381,2025-08-13,Leeds,Quality,Beta,125,148,3,18,8.19,0,664.59,1231.9,OK
TXN-00382,2026-01-04,Manchester,Packing,Beta,130,116,3,4,9.29,1,832.09,1170.42,OK
TXN-00383,2025-02-13,Leeds,Dispatch,Beta,155,149,2,6,12.76,1,1100.65,1792.72,OK
TXN-00384,2025-11-12,,Assembly,Beta,113,117,3,33,9.38,1,623.11,1167.05,OK
TXN-00385,2025-04-13,Manchester,Packing,Gamma,143,119,4,4,12.77,1,848.38,1557.59,OK
TXN-00386,2025-02-27,Leeds,Dispatch,Delta,123,110,5,3,7.7,1,606.33,1378.04,OK
TXN-00387,2025-02-15,Leeds,Packing,Alpha,92,99,1,11,7.56,1,475.91,910.73,OK
TXN-00388,2025-05-29,Leeds,Quality,Gamma,116,178,3,21,9.74,0,638.63,1243.49,OK
TXN-00389,2025-06-03,Sheffield,Quality,Alpha,166,145,2,9,11.7,1,1068.67,1683.35,OK
TXN-00390,2026-04-16,Nottingham,Quality,Alpha,165,171,4,14,13.22,1,1048.7,1451.85,OK
TXN-00391,2025-01-20,Nottingham,Packing,Beta,162,146,2,27,12.23,1,1178.9,1384.49,OK
TXN-00392,2025-07-31,Leeds,Quality,Beta,160,167,3,6,12.74,1,796.16,1432.14,OK
TXN-00393,2025-02-16,Sheffield,Quality,Beta,130,108,3,14,7.88,1,741.6,1174.47,OK
TXN-00394,2025-10-21,Leeds,Dispatch,Alpha,113,124,2,11,7.78,1,575.85,978.73,OK
TXN-00395,2025-07-06,,Packing,Alpha,134,143,3,9,8.94,1,928.84,1358.73,OK
TXN-00396,2026-05-20,Nottingham,Packing,Delta,119,92,1,25,7.97,1,646.69,1320.86,OK
TXN-00397,2025-07-14,Sheffield,Packing,Alpha,132,136,6,29,10.46,1,969.32,1310.15,OK
TXN-00398,2026-01-01,Manchester,Assembly,Beta,121,123,3,34,8.56,1,971.33,1289.02,OK
TXN-00399,2026-05-24,Leeds,Packing,Beta,159,150,4,6,11.69,1,804.09,1926.06,OK
TXN-00400,2025-03-29,Sheffield,Packing,Delta,162,142,5,6,13.39,1,937.08,1728.81,OK
TXN-00401,2025-02-13,Sheffield,Dispatch,Alpha,93,97,2,18,7.03,1,535.55,1130.48,OK
TXN-00402,2026-02-17,Sheffield,Quality,Delta,163,171,1,17,12.43,1,1141.32,1629.08,OK
TXN-00403,2025-04-02,Nottingham,Assembly,Beta,158,137,1,41,11.47,0,1112.88,1603.33,OK
TXN-00404,31/13/2025,Leeds,Quality,Beta,96,86,2,6,7.31,1,516.85,1034.91,OK
TXN-00405,2025-06-28,Manchester,Dispatch,Delta,80,84,1,5,5.48,1,557.86,948.77,OK
TXN-00406,2025-12-01,Nottingham,Packing,Gamma,97,80,2,6,7.11,1,670.73,853.11,OK
TXN-00407,2025-05-09,Sheffield,Packing,Gamma,116,113,2,2,9.66,1,587.27,1397.82,OK
TXN-00408,2025-10-17,Leeds,Packing,Beta,141,138,3,9,10.83,1,1090.52,1247.7,OK
TXN-00409,2025-02-04,Sheffield,Quality,Beta,81,72,2,5,5.37,1,424.04,730.94,OK
TXN-00410,2025-06-05,Leeds,Packing,Beta,151,136,2,13,9.41,1,789.48,1679.28,OK
TXN-00411,2025-11-16,Leeds,Packing,Delta,80,84,0,12,7.46,1,504.04,753.51,OK
TXN-00412,2026-04-09,Sheffield,Quality,Delta,151,154,5,12,11.26,1,1150.12,1577.23,OK
TXN-00413,2025-08-09,Sheffield,Assembly,Beta,150,134,3,20,11.26,1,908.7,1312.64,OK
TXN-00414,2025-02-06,Manchester,Dispatch,Beta,86,80,3,20,5.92,1,554.61,845.74,OK
TXN-00415,2025-03-19,Manchester,Assembly,Beta,178,128,4,19,12.88,1,1091.56,2200.86,OK
TXN-00416,2025-12-31,Nottingham,Assembly,Beta,139,152,1,15,9.99,1,806.83,1362.7,OK
TXN-00417,2025-08-14,Manchester,Packing,Beta,193,165,5,10,14.37,1,1148.57,1792.09,OK
TXN-00418,2025-06-20,Manchester,Assembly,Alpha,130,119,1,37,9.58,0,778.71,1124.41,OK
TXN-00419,2025-03-20,Sheffield,Quality,Beta,165,157,2,5,11.15,1,1216.39,1739.22,OK
TXN-00420,2026-03-21,Leeds,Dispatch,Alpha,129,138,2,26,10.08,1,815.69,1351.45,OK
TXN-00421,2025-05-31,Leeds,Dispatch,Alpha,175,178,2,26,13.16,1,1080.8,2181.53,OK
TXN-00422,2026-03-02,Manchester,Assembly,Alpha,89,94,5,29,6.09,1,531.6,1022.0,OK
TXN-00423,2025-05-21,Leeds,Packing,Beta,106,124,2,1,7.33,0,582.9,1324.46,OK
TXN-00424,2026-05-23,Leeds,Assembly,Gamma,160,154,2,30,11.38,1,816.92,2000.73,OK
TXN-00425,2026-03-15,Leeds,Quality,Delta,173,150,6,13,13.13,1,886.38,1795.62,OK
TXN-00426,2026-03-12,Nottingham,Dispatch,Beta,128,103,1,1,9.1,1,896.35,1511.17,OK
TXN-00427,2025-06-02,Sheffield,Dispatch,Delta,52,71,0,18,5.24,0,279.85,449.58,OK
TXN-00428,2025-06-08,Sheffield,Assembly,Alpha,76,96,0,14,5.12,0,462.87,772.19,OK
TXN-00429,2025-04-01,Nottingham,Quality,Alpha,101,100,1,16,7.13,1,611.41,901.45,OK
TXN-00430,2025-07-01,Manchester,Packing,Gamma,87,99,3,8,7.55,0,571.53,1082.52,OK
TXN-00431,2025-06-17,Leeds,Assembly,Beta,102,116,3,10,6.8,0,654.51,1074.1,OK
TXN-00432,2025-08-11,Manchester,Dispatch,Gamma,150,145,3,5,10.58,1,849.56,1383.1,OK
TXN-00433,2025-10-06,Sheffield,Quality,Delta,103,118,4,22,7.6,0,643.23,973.58,OK
TXN-00434,2026-04-28,Leeds,Assembly,Beta,80,75,1,18,6.53,1,526.65,925.57,OK
TXN-00435,2025-10-04,Sheffield,Quality,Gamma,102,140,2,7,8.08,0,712.03,1264.48,OK
TXN-00436,2026-01-20,Leeds,Packing,Beta,95,97,0,16,8.21,1,729.03,1180.21,OK
TXN-00437,2025-08-20,Sheffield,Packing,Beta,127,115,2,20,10.16,1,838.67,1290.1,OK
TXN-00438,2025-02-15,Nottingham,Dispatch,Alpha,114,110,3,13,9.35,1,727.91,1248.27,OK
TXN-00439,2025-02-23,Manchester,Packing,Delta,88,86,2,26,7.13,1,489.27,872.5,OK
TXN-00440,2025-02-26,Nottingham,Dispatch,Gamma,127,117,3,16,9.04,1,911.9,1539.11,OK
TXN-00441,2025-08-02,Leeds,Dispatch,Beta,103,124,2,3,8.16,0,552.47,892.91,OK
TXN-00442,2025-12-17,Sheffield,Quality,Beta,168,170,1,3,12.79,1,910.37,1915.62,OK
TXN-00443,2025-12-19,Sheffield,Packing,Delta,113,93,2,11,7.51,1,707.12,1405.13,OK
TXN-00444,2025-06-07,Nottingham,Quality,Alpha,139,144,0,4,10.8,1,850.56,1236.8,OK
TXN-00445,2026-01-11,Nottingham,Dispatch,Gamma,104,121,3,51,6.91,0,611.57,889.0,OK
TXN-00446,2025-12-27,Nottingham,Assembly,Gamma,88,76,4,19,8.52,1,585.37,985.7,OK
TXN-00447,2025-01-06,Nottingham,Quality,Alpha,180,155,3,10,14.71,1,1109.39,2278.13,OK
TXN-00448,2025-06-19,Sheffield,Dispatch,Beta,113,101,1,29,7.93,1,661.21,1313.23,OK
TXN-00449,2026-04-14,Sheffield,Quality,Alpha,152,120,2,39,10.66,0,999.19,1777.56,OK
TXN-00450,2025-03-19,Leeds,Packing,Beta,168,130,3,17,11.42,1,1310.86,2132.24,OK
TXN-00451,2025-08-18,Sheffield,Dispatch,Delta,79,71,0,5,4.6,1,416.29,923.4,OK
TXN-00452,2025-07-01,Sheffield,Packing,Gamma,87,98,2,12,6.22,0,500.0,840.61,OK
TXN-00453,2026-01-11,Leeds,Assembly,Beta,222,170,4,31,16.86,1,1529.89,2400.67,OK
TXN-00454,2025-06-27,Nottingham,Dispatch,Gamma,112,138,2,6,9.21,0,593.8,1065.33,OK
TXN-00455,2025-02-17,Sheffield,Packing,Gamma,174,165,3,9,13.42,1,1113.01,1714.53,OK
TXN-00456,2025-05-11,Leeds,Assembly,Beta,148,177,2,27,11.22,0,1170.89,1518.4,OK
TXN-00457,2026-05-17,Sheffield,Dispatch,Beta,179,152,1,14,13.73,1,1049.8,1957.39,OK
TXN-00458,2025-03-25,Leeds,Quality,Alpha,186,147,7,7,13.81,1,1356.14,2270.82,OK
TXN-00459,2026-02-22,Nottingham,Assembly,Delta,147,127,3,15,10.6,1,843.3,1463.37,OK
TXN-00460,2025-08-29,Manchester,Packing,Alpha,69,78,2,7,4.48,0,471.35,671.44,OK
TXN-00461,2025-06-03,Leeds,Quality,Delta,111,121,1,4,7.78,1,649.37,1036.15,OK
TXN-00462,2026-01-28,Manchester,Packing,Delta,150,146,2,21,11.52,1,1011.12,1410.3,OK
TXN-00463,2025-02-09,Nottingham,Packing,Delta,108,119,1,8,6.56,1,549.75,928.66,OK
TXN-00464,2026-03-14,Leeds,Packing,Alpha,170,132,5,17,13.05,1,1158.98,2020.04,OK
TXN-00465,2026-05-17,Sheffield,Dispatch,Gamma,130,156,4,5,10.91,0,894.58,1352.81,OK
TXN-00466,2025-10-06,Sheffield,Dispatch,Beta,80,119,2,33,5.77,0,591.75,1021.03,OK
TXN-00467,2026-01-06,Manchester,Assembly,Beta,66,72,3,19,6.08,1,527.74,795.65,OK
TXN-00468,2025-05-22,Manchester,Dispatch,Gamma,68,99,3,27,4.79,0,535.72,781.0,OK
TXN-00469,2026-02-20,Nottingham,Assembly,Delta,93,107,0,18,6.73,0,522.71,918.27,OK
TXN-00470,2025-10-22,Sheffield,Packing,Beta,124,151,3,17,7.73,0,975.41,1151.24,OK
TXN-00471,2025-01-03,Sheffield,Assembly,Alpha,164,153,3,29,9.84,1,1246.63,1601.18,OK
TXN-00472,2025-05-31,Nottingham,Packing,Delta,122,95,0,28,8.93,1,900.63,1554.56,OK
TXN-00473,2025-09-05,Sheffield,Packing,Delta,167,179,5,11,12.4,1,1030.44,2127.17,OK
TXN-00474,2025-11-24,Nottingham,Packing,Delta,87,78,2,27,7.38,1,511.67,941.57,OK
TXN-00475,31/13/2025,Leeds,Packing,Beta,131,130,0,15,10.21,1,793.36,1276.54,OK
TXN-00476,2026-02-25,Leeds,Assembly,Beta,126,123,5,17,9.15,1,956.43,1178.2,OK
TXN-00477,2025-01-24,Nottingham,Assembly,Alpha,146,161,1,32,10.57,1,1048.96,1304.67,OK
TXN-00478,2025-01-18,Nottingham,Assembly,Alpha,76,85,1,16,3.64,0,612.37,773.0,OK
TXN-00479,31/13/2025,Leeds,Packing,Delta,140,141,2,10,14.11,1,939.42,1730.18,OK
TXN-00480,2025-11-30,Leeds,Assembly,Delta,118,121,3,19,9.27,1,871.43,1107.31,OK
TXN-00481,2025-08-24,Manchester,Quality,Gamma,121,171,3,4,8.27,0,666.11,1091.61,OK
TXN-00482,2025-09-17,Manchester,Dispatch,Beta,114,153,2,18,6.84,0,856.32,1116.32,OK
TXN-00483,2026-05-26,Leeds,Dispatch,Delta,169,142,5,29,12.91,1,1269.23,1472.4,OK
TXN-00484,2025-06-23,Sheffield,Assembly,Alpha,122,117,4,43,8.89,0,734.83,1394.53,OK
TXN-00485,2025-11-18,Leeds,Dispatch,Delta,179,179,2,14,14.86,1,1372.75,1535.71,OK
TXN-00486,2025-05-13,,Assembly,Gamma,82,71,3,35,6.69,0,669.99,894.39,OK
TXN-00487,2026-05-11,Nottingham,Dispatch,Gamma,181,164,3,13,12.53,1,1048.38,2217.39,OK
TXN-00488,2025-01-17,Sheffield,Dispatch,Beta,140,143,6,6,10.89,1,939.03,1499.49,OK
TXN-00489,2026-02-08,Nottingham,Dispatch,Gamma,107,101,0,16,7.76,1,799.26,1189.23,OK
TXN-00490,2026-04-26,Leeds,Dispatch,Delta,102,89,2,3,10.68,1,498.49,1207.34,OK
TXN-00491,2025-01-08,Sheffield,Assembly,Beta,112,124,0,22,7.94,1,788.58,1196.32,OK
TXN-00492,2025-02-11,Manchester,Quality,Beta,140,154,5,14,10.16,1,1047.36,1511.35,OK
TXN-00493,2025-01-01,Leeds,Quality,Beta,106,92,0,4,8.24,1,792.32,943.22,OK
TXN-00494,2025-05-11,Manchester,Packing,Delta,178,148,3,31,14.86,1,904.04,2026.98,OK
TXN-00495,2025-05-05,Nottingham,Packing,Beta,163,172,0,8,11.27,1,860.61,1911.59,OK
TXN-00496,2025-04-18,Manchester,Dispatch,Delta,99,93,0,20,6.5,1,622.05,1028.64,OK
TXN-00497,2025-06-01,Manchester,Packing,Alpha,91,105,2,13,7.62,0,544.51,787.92,OK
TXN-00498,2025-06-27,Leeds,Packing,Beta,87,82,1,6,5.49,1,588.54,1012.25,OK
TXN-00499,2025-07-24,Manchester,Assembly,Gamma,111,130,4,22,7.29,0,728.27,1277.0,OK
TXN-00500,2026-05-12,Sheffield,Packing,Beta,179,149,2,2,12.02,1,1348.96,1832.18,OK
TXN-00501,2026-03-09,Manchester,Packing,Alpha,93,79,2,15,7.3,1,503.43,891.1,OK
TXN-00502,2025-12-15,Nottingham,Dispatch,Delta,102,123,0,38,7.56,0,799.78,1047.58,OK
TXN-00503,2025-10-18,Nottingham,Packing,Gamma,129,143,1,40,10.01,0,726.11,1146.11,OK
TXN-00504,2025-03-01,Manchester,Dispatch,Delta,201,164,2,8,16.92,1,1457.6,2066.12,OK
TXN-00505,2025-09-11,Sheffield,Packing,Beta,109,105,2,6,9.8,1,644.55,929.18,OK
TXN-00506,2025-05-20,Manchester,Packing,Alpha,82,98,1,13,6.22,0,496.81,1005.45,OK
TXN-00507,2026-01-29,Sheffield,Quality,Beta,81,82,1,14,6.64,1,582.94,751.29,OK
